Institution,Machine,Type,Collimator,EPID,Acquisition,Analysis,URL,Uploaded By,"Beam Name","Baseline Acquisition","Baseline Analysis","old Axial Symmetry pct","old Transverse Symmetry pct","old Flatness pct","old Profile Constancy pct","old Bsln Axial Symmetry pct","old Bsln Transverse Symmetry pct","old Bsln Flatness pct","old Bsln Profile Constancy pct","new Axial Symmetry pct","new Transverse Symmetry pct","new Flatness pct","new Profile Constancy pct","new Bsln Axial Symmetry pct","new Bsln Transverse Symmetry pct","new Bsln Flatness pct","new Bsln Profile Constancy pct","Axial Symmetry","Transverse Symmetry","Flatness","Profile Constancy","Top CU","Bottom CU","Left CU","Right CU","Center CU","Baseline Top CU","Baseline Bottom CU","Baseline Left CU","Baseline Right CU","Baseline Center CU",Pixel Rows,Pixel Columns,Pixel size X,Pixel size Y,KVP,Exposure Time msec,Meterset Exposure,Start Cumulative Meterset Wt,X-Ray Origin X,X-Ray Origin Y,X-Ray Origin Z,Source to Image,Source to Isocenter,Gantry Angle,Collimator Angle,End Cumulative Meterset Wt,Operator,Software Version,SOPInstanceUID,SeriesInstanceUID,PatientID,PatientName
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2019-03-21T12:26:07,2021-03-13T07:57:58,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3707,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,2293,50.03091049194336,8.833411811792757E-6,-0.0013795341365039349,-0.004669383633881807,-500.0129089355469,1500.012939453125,1000.0,3.2860555165825645E-8,359.99993896484375,1.000627040863037,OperatorsName_624,0,1.3.6.1.4.1.22361.48658618118952.1876779007.1553200618727.25,1.3.6.1.4.1.22361.48658618118952.1876779007.1553200618727.1,0,PatientName_1044,J18G0-6F,2019-03-21T12:26:07,2021-03-13T07:57:58,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-0.07307265601779019,-0.5053270126826764,10.63592204270357,0.0,0.1824522824991028,0.18258570272159022,0.1836898715542167,0.18276163701369114,0.22588244588312156,0.1824522824991028,0.18258570272159022,0.1836898715542167,0.18276163701369114,0.22588244588312156,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2019-04-02T16:46:19,2021-03-13T11:08:51,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3715,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,2358,50.02743148803711,1.047999830916524E-5,-0.0013795341365039349,-0.025007683783769608,-500.0544128417969,1500.054443359375,1000.0,3.2860555165825645E-8,359.99993896484375,1.0005590915679932,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.131911210.1615592924550.7,1.3.6.1.4.1.22361.17483843774714.131911210.1615592924550.1,0,PatientName_1044,J18G0-6F,2019-03-21T12:26:07,2021-03-13T07:57:58,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,0.013923727459073302,-0.5497314789250229,10.622781566392238,0.005823415129968534,0.182704737841589,0.18267930207344416,0.18394241239508322,0.18293122305105336,0.2261033950724603,0.1824522824991028,0.18258570272159022,0.1836898715542167,0.18276163701369114,0.22588244588312156,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2019-05-21T13:45:04,2021-03-15T20:03:03,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3724,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,2358,50.034366607666016,1.1575814824027475E-5,0.0013049322878941894,-0.025007683783769608,-500.0544128417969,1500.054443359375,1000.0,3.2860555165825645E-8,3.377017565071583E-4,1.0006989240646362,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.17,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.11,0,PatientName_1044,J18G0-6F,2019-03-21T12:26:07,2021-03-13T07:57:58,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,0.005693453318788977,-0.5426510473772391,10.599955499296028,0.0365130226576027,0.18396827565512963,0.1839578021035406,0.18520017906795236,0.1841951883564956,0.2275807002113929,0.1824522824991028,0.18258570272159022,0.1836898715542167,0.18276163701369114,0.22588244588312156,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2019-07-10T18:28:18,2021-03-17T10:35:15,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3739,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,2293,50.05254364013672,1.1279192221991252E-5,0.001549135078676045,-0.011516557075083256,-500.0544128417969,1500.054443359375,1000.0,0.019907867535948753,2.666064210643526E-5,1.0010621547698975,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.41,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.35,0,PatientName_1044,J18G0-6F,2019-03-21T12:26:07,2021-03-13T07:57:58,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-0.046729970979528454,-0.5208452358014026,10.526678778311668,0.20153530079116688,0.18287712395090666,0.18296262233122543,0.18425779454548402,0.18329809660100113,0.22590869388587942,0.1824522824991028,0.18258570272159022,0.1836898715542167,0.18276163701369114,0.22588244588312156,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2019-08-15T18:57:07,2021-03-13T11:45:26,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3718,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,2359,49.996002197265625,1.0430871043354273E-5,-0.001619091723114252,-0.024971850216388702,-500.0544128417969,1500.054443359375,1000.0,359.9801025390625,2.666066575329751E-4,0.9999305009841919,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.65,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.59,0,PatientName_1044,J18G0-6F,2019-03-21T12:26:07,2021-03-13T07:57:58,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,0.05503508005277889,-0.4524360175345383,10.571296071143045,0.11882181290170102,0.183377994837409,0.18327712812322794,0.18454671494717614,0.18371175913957832,0.22660721565308362,0.1824522824991028,0.18258570272159022,0.1836898715542167,0.18276163701369114,0.22588244588312156,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2019-09-26T20:43:19,2021-03-13T11:47:20,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3719,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,2292,50.01374435424805,1.0355772246839479E-5,0.0013863332569599152,-0.02326742373406887,-500.025634765625,1500.025634765625,1000.0,0.006635977420955896,3.199279890395701E-4,1.000285267829895,OperatorsName_1274,0,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.89,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.83,0,PatientName_1044,J18G0-6F,2019-03-21T12:26:07,2021-03-13T07:57:58,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,0.034286853198602446,-0.4605907321527498,10.577612512238211,0.1054126838633429,0.18409224830659182,0.1840291505019166,0.18531673473492188,0.18446318302960474,0.22756610136295347,0.1824522824991028,0.18258570272159022,0.1836898715542167,0.18276163701369114,0.22588244588312156,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2019-10-19T15:39:49,2021-03-13T11:48:09,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3720,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,2293,49.978363037109375,1.0529885912546888E-5,-0.0013807677896693349,-0.004383392166346312,-499.99493408203125,1499.9949951171875,1000.0,359.9867248535156,6.220820068847388E-5,0.9995777606964111,OperatorsName_1274,0,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.113,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.107,0,PatientName_1044,J18G0-6F,2019-03-21T12:26:07,2021-03-13T07:57:58,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,0.09238512672330701,-0.4255713618317904,10.577616484615389,0.12266567285279806,0.18496116834577128,0.18479044945486983,0.18607596035215238,0.18528407435364014,0.22850752402864324,0.1824522824991028,0.18258570272159022,0.1836898715542167,0.18276163701369114,0.22588244588312156,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2019-11-06T18:10:32,2021-03-13T11:50:52,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3721,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,2293,49.99488067626953,1.3688289072888438E-5,-0.0014741134364157915,-0.006136372219771147,-500.023681640625,1500.023681640625,1000.0,359.9801025390625,359.99993896484375,0.9999113082885742,OperatorsName_28598,0,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.137,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.131,0,PatientName_1044,J18G0-6F,2019-03-21T12:26:07,2021-03-13T07:57:58,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,0.10369799761992256,-0.4341293782285726,10.614699866421772,0.07111774488976486,0.18326874928195672,0.18307890012845893,0.18439202700258445,0.18359152704225506,0.2265609396547361,0.1824522824991028,0.18258570272159022,0.1836898715542167,0.18276163701369114,0.22588244588312156,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2019-11-21T18:46:53,2021-03-13T11:51:48,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3722,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,2292,49.986637115478516,1.1243101653235499E-5,0.001773744821548462,-0.006115800701081753,-500.023681640625,1500.023681640625,1000.0,0.019907867535948753,7.998197543201968E-5,0.9997439980506897,OperatorsName_1274,0,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.161,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.155,0,PatientName_1044,J18G0-6F,2019-03-21T12:26:07,2021-03-13T07:57:58,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,2.9079590257951243E-4,-0.3881016691771514,10.644816237955517,-0.041424396497033444,0.18382433438492726,0.18382379983284938,0.18490656713968218,0.1841889416661949,0.22762138352076028,0.1824522824991028,0.18258570272159022,0.1836898715542167,0.18276163701369114,0.22588244588312156,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2019-12-11T17:26:42,2021-03-13T11:54:03,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3723,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,2358,50.04240417480469,1.2497933312261011E-5,-9.107216610573232E-4,-0.006115800701081753,-500.023681640625,1500.023681640625,1000.0,0.019907867535948753,1.421901979483664E-4,1.000860571861267,OperatorsName_28598,0,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.185,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.179,0,PatientName_1044,J18G0-6F,2019-03-21T12:26:07,2021-03-13T07:57:58,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-0.06578040548158272,-0.3862717771806264,10.633293302895655,0.017632539878745246,0.18385867401040906,0.18397969660083688,0.18506291293141508,0.18434806712873267,0.2276115049983614,0.1824522824991028,0.18258570272159022,0.1836898715542167,0.18276163701369114,0.22588244588312156,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2019-03-21T12:26:07,2021-03-13T07:57:58,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3707,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5152,50.001792907714844,7.291141628229525E-6,-3.1028519151732326E-4,0.007224517408758402,-499.9643859863281,1499.96435546875,1000.0,270.00994873046875,3.9991000085137784E-4,1.0000431537628174,OperatorsName_624,0,1.3.6.1.4.1.22361.48658618118952.1876779007.1553200618727.9,1.3.6.1.4.1.22361.48658618118952.1876779007.1553200618727.1,0,PatientName_1044,J18G270,2019-03-21T12:26:07,2021-03-13T07:57:58,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-0.07108826217979372,-0.23729664012248686,2.517678224393388,0.0,0.21979511161206874,0.21995147129064815,0.2207434420332774,0.2202196252620417,0.23114841867850533,0.21979511161206874,0.21995147129064815,0.2207434420332774,0.2202196252620417,0.23114841867850533,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2019-04-02T16:46:19,2021-03-13T11:08:51,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3715,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5229,50.002628326416016,4.495633220358286E-6,-2.98340484732762E-4,0.005395779851824045,-499.9643859863281,1499.96435546875,1000.0,270.0232238769531,5.954215885140002E-4,1.0000571012496948,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.131911210.1615592924550.16,1.3.6.1.4.1.22361.17483843774714.131911210.1615592924550.1,0,PatientName_1044,J18G270,2019-03-21T12:26:07,2021-03-13T07:57:58,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-0.0394974559398318,-0.24523895475914775,2.537935345250314,-0.04901017722858114,0.2202612963545014,0.220348328338401,0.22120703714259443,0.22066455131685225,0.23173260944824675,0.21979511161206874,0.21995147129064815,0.2207434420332774,0.2202196252620417,0.23114841867850533,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2019-05-21T13:45:04,2021-03-15T20:03:03,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3724,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5228,50.00700378417969,7.264439318532823E-6,-3.1028519151732326E-4,0.007224517408758402,-499.9643859863281,1499.96435546875,1000.0,270.00994873046875,7.90933147072792E-4,1.0001473426818848,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.26,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.11,0,PatientName_1044,J18G270,2019-03-21T12:26:07,2021-03-13T07:57:58,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-0.059261006776365005,-0.308767567017056,2.5026521435330213,0.017084664807362482,0.22170406052011524,0.22183552248412694,0.22269947825740027,0.22201185449662522,0.23308587047678142,0.21979511161206874,0.21995147129064815,0.2207434420332774,0.2202196252620417,0.23114841867850533,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2019-07-10T18:28:18,2021-03-17T10:35:15,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3739,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5153,50.012027740478516,7.230882147268858E-6,-2.98340484732762E-4,0.007147097960114479,-499.9643859863281,1499.96435546875,1000.0,270.0232238769531,7.198380189947784E-4,1.0002477169036865,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.50,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.35,0,PatientName_1044,J18G270,2019-03-21T12:26:07,2021-03-13T07:57:58,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,0.046539089790370566,-0.3329060313377618,2.427662576797868,0.19308693171439795,0.21966060302338566,0.21955842253198118,0.22073690871303484,0.2200020622305406,0.23048393236146933,0.21979511161206874,0.21995147129064815,0.2207434420332774,0.2202196252620417,0.23114841867850533,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2019-08-15T18:57:07,2021-03-13T11:45:26,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3718,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5152,50.007144927978516,6.102706265664892E-6,-2.98340484732762E-4,-0.013194957748055458,-500.0058898925781,1500.005859375,1000.0,270.0232238769531,8.264806820079684E-4,1.0001490116119385,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.74,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.59,0,PatientName_1044,J18G270,2019-03-21T12:26:07,2021-03-13T07:57:58,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,0.15010669902120718,-0.2120968834898024,2.466407593076661,0.14199341629780315,0.22071600546524875,0.22038519252761402,0.22142597115888019,0.22095633357481517,0.23153129509264544,0.21979511161206874,0.21995147129064815,0.2207434420332774,0.2202196252620417,0.23114841867850533,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2019-09-26T20:43:19,2021-03-13T11:47:20,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3719,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5152,50.00817108154297,8.656955287733581E-6,-3.1625753035768867E-4,0.00726322690024972,-499.9643859863281,1499.96435546875,1000.0,270.0033264160156,8.442544494755566E-4,1.0001721382141113,OperatorsName_1274,0,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.98,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.83,0,PatientName_1044,J18G270,2019-03-21T12:26:07,2021-03-13T07:57:58,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,0.08645519481888636,-0.17387948034166603,2.452217708415011,0.15643036545774092,0.22159258781572727,0.22140117499855097,0.22241582033865787,0.22202908486605535,0.23253261990157206,0.21979511161206874,0.21995147129064815,0.2207434420332774,0.2202196252620417,0.23114841867850533,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2019-10-19T15:39:49,2021-03-13T11:48:09,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3720,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5228,50.012210845947266,6.050273441360332E-6,5.27739233803004E-4,-0.011279956437647343,-500.0389709472656,1500.0389404296875,1000.0,270.0166015625,8.175937691703439E-4,1.000250220298767,OperatorsName_1274,0,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.122,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.107,0,PatientName_1044,J18G270,2019-03-21T12:26:07,2021-03-13T07:57:58,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,0.10677465265505977,-0.12615919132587705,2.4839149095243562,0.0935089338937184,0.222590645963259,0.2223532290752466,0.2232849892295977,0.22300329469283356,0.2336807244390824,0.21979511161206874,0.21995147129064815,0.2207434420332774,0.2202196252620417,0.23114841867850533,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2019-11-06T18:10:32,2021-03-13T11:50:52,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3721,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5153,50.00787353515625,5.831162980030058E-6,5.286240484565496E-4,-0.011315790936350822,-500.0389709472656,1500.0389404296875,1000.0,270.0232238769531,5.332130967872217E-5,1.0001633167266846,OperatorsName_28598,0,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.146,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.131,0,PatientName_1044,J18G270,2019-03-21T12:26:07,2021-03-13T07:57:58,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,0.230746744165049,-0.13043630600097614,2.501110596855664,0.12928298865713672,0.2206442743202144,0.22013631693615937,0.22124461221148925,0.2209560289120944,0.23143050250919112,0.21979511161206874,0.21995147129064815,0.2207434420332774,0.2202196252620417,0.23114841867850533,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2019-11-21T18:46:53,2021-03-13T11:51:48,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3722,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5152,50.01392364501953,5.8905516198137775E-6,5.286240484565496E-4,-0.011315790936350822,-500.0389709472656,1500.0389404296875,1000.0,270.0166015625,8.35367594845593E-4,1.0002843141555786,OperatorsName_1274,0,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.170,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.155,0,PatientName_1044,J18G270,2019-03-21T12:26:07,2021-03-13T07:57:58,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,0.028868214612546347,-0.3062378033038866,2.5029691389558546,-0.0033683174310156216,0.2208801139742375,0.2208163682311569,0.2217463369147059,0.22106726580363148,0.2321540787271128,0.21979511161206874,0.21995147129064815,0.2207434420332774,0.2202196252620417,0.23114841867850533,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2019-12-11T17:26:42,2021-03-13T11:54:03,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3723,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5228,50.011314392089844,6.139259312476497E-6,5.27739233803004E-4,0.009062059223651886,-500.0389709472656,1500.0389404296875,1000.0,270.00994873046875,5.421002279035747E-4,1.000232458114624,OperatorsName_28598,0,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.194,1.3.6.1.4.1.22361.17483843774714.244762051.1615647896669.179,0,PatientName_1044,J18G270,2019-03-21T12:26:07,2021-03-13T07:57:58,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,0.03735893024593937,-0.31994940037479014,2.506088694453874,0.01155626471276705,0.22069107138127764,0.22060865434798327,0.22164055544591804,0.22093141781778147,0.23195018013470617,0.21979511161206874,0.21995147129064815,0.2207434420332774,0.2202196252620417,0.23114841867850533,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2018-07-27T17:07:11,2021-03-13T08:28:17,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3708,USER___2,1190,1190,0.335999995470047,0.335999995470047,16000.0,5153,50.016929626464844,4.586230716085993E-6,0.0013049322878941894,-0.011488022282719612,-500.0544128417969,1500.054443359375,1000.0,3.2860555165825645E-8,1.7773752915672958E-5,1.0003432035446167,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.1526474968.1613679373230.11,1.3.6.1.4.1.22361.17483843774714.1526474968.1613679373230.1,0,PatientName_626,J20G0-16X,2018-07-27T17:07:11,2021-03-13T08:28:17,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-0.0927395639772278,-0.35949888268201685,0.7816574359790133,0.0,0.24013893329643812,0.2403618438223666,0.24028054081439387,0.23941673495486382,0.23663337522343075,0.24013893329643812,0.2403618438223666,0.24028054081439387,0.23941673495486382,0.23663337522343075,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2018-09-21T15:37:22,2021-03-10T09:53:23,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3704,USER___2,1190,1190,0.335999995470047,0.335999995470047,16000.0,5228,50.024322509765625,2.9414827622531448E-6,-0.0013795341365039349,-0.0029185647144913673,-499.9901428222656,1499.9901123046875,1000.0,3.2860555165825645E-8,7.109509169822559E-5,1.000489354133606,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.1526474968.1613679373230.64,1.3.6.1.4.1.22361.17483843774714.1526474968.1613679373230.54,0,PatientName_626,J20G0-16X,2018-07-27T17:07:11,2021-03-13T08:28:17,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-0.052526631458907534,-0.32847216755733905,0.740993654565504,-0.18195388710471327,0.2413300466262089,0.24145687578948705,0.2420996239317348,0.24130439404935805,0.23853812868341032,0.24013893329643812,0.2403618438223666,0.24028054081439387,0.23941673495486382,0.23663337522343075,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2018-10-05T13:23:18,2021-03-13T10:05:20,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3709,USER___2,1190,1190,0.335999995470047,0.335999995470047,16000.0,5152,49.999961853027344,3.305076006654417E-6,-0.0012981332838535309,-0.02501719631254673,-500.0316467285156,1500.0316162109375,1000.0,0.006635977420955896,6.220820068847388E-5,1.0000025033950806,OperatorsName_43353,0,1.3.6.1.4.1.22361.48658618118952.554051398.1555532690119.22,1.3.6.1.4.1.22361.48658618118952.554051398.1555532690119.23,0,PatientName_1044,J20G0-16X,2018-07-27T17:07:11,2021-03-13T08:28:17,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-0.07966924698535899,-0.25446151353978785,0.735596147024775,-0.13674849143324175,0.24120211460064142,0.24139443172666264,0.2418255847100709,0.2412102316670912,0.23829384468631376,0.24013893329643812,0.2403618438223666,0.24028054081439387,0.23941673495486382,0.23663337522343075,
INST___1,MACH_27,TrueBeam 2,Millenium,On-Board Imager 40x40cm,2018-10-05T16:36:30,2021-03-13T10:24:09,https://automatedqualityassurance.org/view/ViewOutput?outputPK=3710,USER___2,1190,1190,0.335999995470047,0.335999995470047,16000.0,5152,50.010643005371094,3.868432486342499E-6,0.0012250797590240836,-0.02324596792459488,-500.025634765625,1500.025634765625,1000.0,359.9933776855469,359.9999694824219,1.0002167224884033,OperatorsName_43353,0,1.3.6.1.4.1.22361.48658618118952.554051398.1555532690119.101,1.3.6.1.4.1.22361.48658618118952.554051398.1555532690119.17,0,PatientName_1044,J20G0-16X,2018-07-27T17:07:11,2021-03-13T08:28:17,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-1.0,-3.0,-5.0,-7.0,-2.0,-4.0,-6.0,-8.0,-0.05690005467924559,-0.3182980776568564,0.7647050798295532,-0.11813952424876706,0.24121290059383152,0.24135022900610448,0.24192433499946153,0.2411542944917741,0.23825239912147905,0.24013893329643812,0.2403618438223666,0.24028054081439387,0.23941673495486382,0.23663337522343075,
